urun_adi,csv_kategori,siklik,alt_tipler
UNO TOST EKMEGI PAKET 500GR.,GIDA,255,
ULKER PETIBOR 175 GR.-111-,GIDA,255,
F NEFFIS BUGDAY UNU 5 KG,GIDA,254,
TUZLU FISTIK,GIDA,254,kuruyemisci
H.SAKIR SAB.BEYAZ 4LU LAVANTA,KOZMETİK,252,
F SAFF ÇÖP POŞETİ BÜYÜK BOY,EV,251,
FILIZ MAKARNA DIRSEK 500 GR,GIDA,251,
CAFE CROWN LATTE,İÇECEK,250,
ETI HOSBES GOFRET 160 GR KAKAO,GIDA,250,sekerci
ETI SULTANI BISKUVI 138 GR,GIDA,249,
ONCU DOMATES SALCASI 830 GR TNK,GIDA,249,
VICEROY KIRMIZI UZUN,SİGARA,248,
ULKER COKOMILK 20 GR,GIDA,248,
KALBIM TON BALIGI 3*80GR,GIDA,247,balikci
H.SAKIR SAB.BEYAZ 4LU DOGAL,KOZMETİK,247,
GOZDE MACAR SALAM KG,ET TAVUK,247,kasap
K.PLAST BUZD.POSETI ORTA 30AD,EV,247,
KARTAL MAKARNA FIYONK 500GR,GIDA,247,
DORITOS TACO 150 GR SUPER BOY,GIDA,246,
ULKER HALLEY -340- 30 GR,GIDA,246,
FILIZ MAKARNA KELEBEK 500 GR,GIDA,245,
ULKER PROBIS ATISTIRMALIK 75 GR,GIDA,245,
DERYA DILIM KASAR 200 GR,SÜT KAHVALTILIK,244,
ETI KREMALI BISKUVI 77GR,GIDA,244,
CAN SOSYETE SEKERI ADIKE,GIDA,244,
SHAZILI SALEP 24GR,İÇECEK,243,
BERRAK TURSU SALATALIK 250 GR,GIDA,242,
AKIDE SEKERI-2,GIDA,242,
"FANTA 1,5 LT PORTAKAL PET SISE",İÇECEK,242,
"EMEK AYCICEK YAG 4,5 LT PET ŞİŞE",GIDA,242,
ANANAS TANE,MEYVE SEBZE,241,manav
LD LODOS DENİZCİSİ SLİMS,SİGARA,240,
KINDER BUENQ 2LI,GIDA,240,
DOMESTOS ULTRA 810ML.OKALİPTÜS FERAHLIĞI,DETERJAN TEMİZLİK,240,
BULGUR ESMER,GIDA,239,
ICIM SUT 200 ML.,SÜT KAHVALTILIK,239,
LARK KISAKIRMIZI  BOX,SİGARA,239,
ANKARA MAKARNA DIRSEK 500GR,GIDA,239,
M.OSMANCIK PIRINC,GIDA,239,
"ULUDAG SARI PORTAKALLI 2,5 LT.",İÇECEK,238,
F NEFFIS BUGDAY UNU 2 KG,GIDA,237,
NESTLE SICAK CIKOLATA 19 GR,GIDA,237,sekerci
PINAR YOGURT 2000 GR,SÜT KAHVALTILIK,237,
VICEROY SPECIAL KISA,SİGARA,236,
CHEETOS 3' LÜ 60 GR.,GIDA,236,bufe
YUVAM KIRMIZI MERCIMEK KG,GIDA,236,
CP 15 LI YUMURTA MIDYUM,SÜT KAHVALTILIK,236,
BESLER DILIMLI SUCUK 260GR,ET TAVUK,235,kasap
CAFE CROWN 3 U 1 FINDIKLI,İÇECEK,235,
ALTIN CEZVE SUTLU SALEP 300 GR,İÇECEK,235,
GOLPAZARI BUFE TOST 700 GR,SÜT KAHVALTILIK,235,
MONTE CARLO NINGHT BLUE,SİGARA,235,
SOLEN OZMO CORNET,GIDA,235,
PINAR LABNE PEYNIR 200GR,SÜT KAHVALTILIK,235,
BIZIM MARGARIN 250 GR 6LI EKO PAKET,SÜT KAHVALTILIK,233,
TAMEK DOMATES SALCASI 830 GR,GIDA,233,
ULKER PROBIS RULO 10`LU NO:72,GIDA,233,
ANKARA MAKARNA PENNE 500GR,GIDA,233,
CAFE CROWN SICAK ÇİKOLATA 23GR,İÇECEK,232,sekerci
ULUDAG MADENSU FRUTTI ELMA 200ML,İÇECEK,232,
KAYA FUNDA GARLAND KURU INCIR 250GR,GIDA,231,kuruyemisci
ULKER KREMALI BISKUVI 85 GR,GIDA,231,
PINAR MADRAN SU 1.5 LT,İÇECEK,231,
ETI KEPEKLI BURCAK 125 GR,GIDA,230,
ULKER RULOKAT 42GR 190,GIDA,230,
MARLBORO UZUN 100 S PAKET,SİGARA,230,
NESCAFE 3 IN1 10 AL 9 ÖDE,İÇECEK,230,
FIDANLAR NANE 100 GR,GIDA,229,
KARTAL MAKARNA ARPA SEHR.500GR,GIDA,228,
ULKER 9 KAT 50 GR. FINDIKLI GOFRET,GIDA,228,sekerci
ETI BURCAK SUTLU CIK. 100 GR,GIDA,227,
ULKER KAKAO 50 GR. 608,GIDA,227,
IPEK PAMUK 50 GR.,KOZMETİK,227,
ULKER SAKLIKOY YULAFLI 133GR,GIDA,226,
SEK YOGURT T.YAGLI 500 GR,SÜT KAHVALTILIK,226,
DR.OETKER KAKAO 25 GR.,GIDA,226,
PUDRA SEKERI 500GR,GIDA,225,
SUTAS HUPTRIK YOGURT 3'LU,SÜT KAHVALTILIK,225,
F NEFFIS BUGDAY UN 1 KG,GIDA,225,
SAYAN BIGIY DIKISSIZ CORAP,EV,224,
ISIL TUZ 1.5 KG,GIDA,224,
SADE-GULLU LOKUM,GIDA,223,sekerci
KINDER SURPRISE 3LU,GIDA,223,
ULKER 80GR LUKS CIKOLATA 250,GIDA,223,sekerci
ETI CRAX CUBUK KRAKER 150GR,GIDA,223,bufe
SUTAS PIKNIK KASAR 500GR,SÜT KAHVALTILIK,222,
ARMUT,MEYVE SEBZE,220,manav
ULKER KEKSTRA KONFETI 35GR CIKOLATALI,GIDA,220,sekerci
YORSAN EV TIPI 1 KG YOGURT,SÜT KAHVALTILIK,220,
NISASTA 1KG,GIDA,219,
LAY`S YOGURT VE MEVSIM YESILLIKLERI 115GR,GIDA,219,
ULKER SAKLIKOY KLASIK 140 GR,GIDA,219,
ULKER ALBENI TANE TANE 55 GR,GIDA,219,
FALIM SAKIZ 5LI NANE,GIDA,218,sekerci
NOGAY ÖZEL ÜRÜN YAGLI SELE ZEYTINI LUX,SÜT KAHVALTILIK,218,
ULKER KAKAO 25 GR.-606-,GIDA,218,
ULKER OLALA CIK. DOLGULU BAR KEK 34 GR,GIDA,218,
WINSTON BLUE SLIMS,SİGARA,218,
FILIZ MAKARNA FIYONK 500 GR,GIDA,217,
ULKER PETITCIFTE KAVRULMUS 117,GIDA,216,kuruyemisci
SUTAS SUT 500 ML SISE SUT,SÜT KAHVALTILIK,216,
ULUDAG MADENSU FRUTTC MAX VITAMIN 200ML,İÇECEK,215,
PINAR M.SUYU 1LT. AKDENIZ,İÇECEK,215,
CP 30 LU YUMURTA MIDYUM,SÜT KAHVALTILIK,215,
ULKER MAKARNEXKS DOMATES SOSLU,GIDA,214,
ANKARA MAKARNA KUSKUS 500GR,GIDA,214,
PINAR YAYIK TEREYAGI 250 GR.,SÜT KAHVALTILIK,213,
ETI FORM LIMON LIFLI KEPEKLI BISKUVI 50 GR,GIDA,213,
K.PLAST BUZD.POSETI KUCUK 50 AD,EV,212,
ETI POP KEK 180 GR KAKAOLU,GIDA,212,
ULKER SUSAMLI CUBUK KRAKER 50GR,GIDA,212,bufe
SUTAS SUT PRATIK GUNLUK 1 LT,SÜT KAHVALTILIK,212,
BARBUNYA FASULYE,GIDA,211,
ULUDAG MADENSU FRUTTC MAX VITAMIN 6'LI,İÇECEK,211,
ULKER 40GR LUKS CIKOLATA 210 SUTLU,GIDA,211,sekerci
ETI ETIMEK -TUZSUZ 130 GR,GIDA,211,
FILIZ MAKARNA YUKSUK 500 GR,GIDA,211,
FAIRY SIVI BULASIK DETERJANI 750 ML PORTAKAL,DETERJAN TEMİZLİK,211,
ULKER COKOPRENS ATISTIRMALIK,GIDA,210,
PRIL BULASIK SIVISI 750 GR.LIMON,DETERJAN TEMİZLİK,210,
F NEFFIS TOZ SEKER 5 KG,İÇECEK,209,
PINAR YOGURT 500 GR.,SÜT KAHVALTILIK,209,
SOKE UN 2KG,GIDA,209,
DANA SOTE,ET TAVUK,208,kasap
KNORR CORBA EZOGELIN,GIDA,206,
H.SAKIR SAB.BEYAZ 4LU GUL,KOZMETİK,206,
ETI FORM CIKOLATA KAPLI LIFLI 56GR,GIDA,206,sekerci
ANKARA MAKARNA MANTI 500GR,GIDA,206,
CAYKUR RIZE TURIST CAYI 1 KG+500 GR,İÇECEK,205,
IPEK PAMUK 100 GR.,KOZMETİK,205,
SULTAN EKLER PASTA,GIDA,204,
TEREM YAG GURME KAYMAKLI KASE 250 GR.,SÜT KAHVALTILIK,204,
KNORR BULYON 24TABLET 7 BEDAVA TAVUK,GIDA,204,
ULKER METRO YER FISTIGI 40GR,GIDA,203,
OZTEMIZEL KIR KIRAK GALETA KEPEKLİ 200 GR,GIDA,203,
GOZDE KOKTELY SOSIS 500 GR,ET TAVUK,203,kasap
PALL MALL TURUNCU,SİGARA,203,
LAY'S  ACI BIBER 61 GR.,GIDA,202,
FIRST SENSATİONS GÜN ISIGI 27 GR,GIDA,202,
ETI CRAX COK INCE BIBERLI-KEKIKLI KRAKER 40GR,GIDA,202,bufe
ULKER KELLOGG`S SPECIAL K KRAKER FESLEGEN,SÜT KAHVALTILIK,202,bufe
FAMILIA PECETE 100 AD.,KAĞIT,201,
NUTELLA FINDIK EZMESI 180 GR,SÜT KAHVALTILIK,201,
DR.OETKER VANILYA 15LI POSET,GIDA,201,
POLO SİLVER,SİGARA,200,
ULKER RODEO CIKOLATA 40GR,GIDA,200,sekerci
TROPICANA M.SUYU 1 LT SEFTALI,İÇECEK,199,
SENPILIC PİLİÇ SALAM 850 GR,ET TAVUK,199,kasap
ERIKLI DOGAL MEMBA SU 10 LT,İÇECEK,199,
ETI POP KEK LIMON KAPLAMA 50 GR.,GIDA,199,
KNORR CORBA YAYLA,GIDA,199,
EKICI TAM YAGLI KLASIK B PEYNIR,SÜT KAHVALTILIK,198,
LD BLUE KISA PAKET,SİGARA,198,
ICIM DOGAL YOGURT 2250GR,SÜT KAHVALTILIK,197,
LAVACHE QUIRIT KREM PEYNIR 300 GR,SÜT KAHVALTILIK,197,
ANKARA MAKARNA INCE UZUN 500GR,GIDA,197,
KNORR BULYON 12 TABLET TAVUK %25 BED,GIDA,196,
CAFE CROWN 2 U 1 FINDIKLI,İÇECEK,196,
SONY NEW ULTRA 4 LU KALEM PIL,EV,196,
FIDANLAR HINDISTAN CEVIZI 100 GR,GIDA,195,kuruyemisci
PINAR M.SUYU 1LT.ŞEFTALİ,İÇECEK,195,
ULKER COKOPRENS BIS.28 GR,GIDA,195,
ETI BROWNI INTENSE ÇİK. KAPLI KEK 114GR 3 LÜ,GIDA,194,
FANTA 1 LT PORTAKAL PET SISE,İÇECEK,194,
SOKE UN 1KG,GIDA,194,
LARK UZUN BLUE BOX,SİGARA,194,
VICEROY SPECIAL UZUN,SİGARA,193,
SUTAS TEREYAG 125GR FOLYO,SÜT KAHVALTILIK,192,
ETI TOP KEK MEYVELİ 40 GR,GIDA,192,
YUDUM AYCICEK YAGI 1LT.,GIDA,192,
NESCAFE CLASSIC 50 GR.EKO PAKET,İÇECEK,191,
K.PLAST BUZD.POSETI ORTA 70 AD.EKO,EV,191,
FILIZ MAKARNA INCE UZUN 500 GR,GIDA,191,
BIZIM AYCICEK YAGI 5LT.TENEKE,GIDA,190,
"SAKA MINI SU 0,33ML",İÇECEK,190,
ETI 80GR A.FISTIKLI BITTER CIKOLATA KEYFI KARE,GIDA,190,sekerci
ULKER 80GR BITTER CIKOLATA 252,GIDA,190,sekerci
SEK SUT 500 ML. SADE,SÜT KAHVALTILIK,189,
TROPICANA M.SUYU 1 LT VISNE,İÇECEK,189,
BAGDAT KIRMIZIPULBIBER 80GR,GIDA,189,
PASTAVILLA MAKARNA SPAGETTI 500 GR.,GIDA,189,
ARBELLA KELEBEK MAKARNA 500GR,GIDA,189,
ETI CRAX BIBERLI KEKIKLI 88 GR,GIDA,189,
ULKER 9 KAT FINDIKLI GOFRET 100GR,GIDA,189,sekerci
CHEETOS 44 GR PEYNIR&SOGAN,GIDA,188,bufe
IRMIK,GIDA,188,
ALPELLA 3 GEN GOFRET 38 GR,GIDA,188,sekerci
MILKA BONIBON 27 GR,GIDA,187,
ETI TOP KEK CILEKLI 40 GR,GIDA,187,
K.PLAST BUZD.POSETI KUCUK 100 AD,EV,187,
AROMA M.SUYU 200ML KAYISI,İÇECEK,187,
KNORR CORBA KREMALI MANTAR,GIDA,186,
NESCAFE 3 IN 1 CIKOLATALI 13 GR,İÇECEK,186,sekerci
ETI ACI BALIK KRAKER 125 GR,GIDA,186,bufe
LAY`S  KLASIK 125 GR.,GIDA,186,
KOMILI ISLAK TEMIZLIK HAVLUSU SENSITIVE 90LI,KAĞIT,186,
ULUDAG MADENSU FRUTTI NAR 200ML,İÇECEK,186,
CANBEBE TEMIZLIK HAVLUSU YEDEK 64 AD,KAĞIT,186,
PASTAVILLA MAKARNA LINGUINE 500 GR.,GIDA,185,
FALIM SAKIZ 5LI ISIL KARBONATLI,GIDA,185,sekerci
SOLO SUPER PECETE 100 LU %20,KAĞIT,185,
FERSAN ELMA SIRKESI 500 ML,GIDA,185,
HD BLUE SIGARA,SİGARA,185,
CAM SAKIZI 270 GR. PVC.,EV,185,
PASTAVILLA MAKARNA KELEBEK 500GR.FARF,GIDA,184,
KNORR CORBA KR.DOMATES 74 GR,GIDA,184,
FIDANLAR TAZE KASAR 250GR,SÜT KAHVALTILIK,184,
ETI MİNİ BROWNI GOLD KAKAO SOS KEK 180GR,GIDA,183,
ULUDAG LIMONATA 330 ML,İÇECEK,183,
ETI CRAX PEYNIRLI CUBUK 50GR,GIDA,183,
ETI KOMBO 50 GR,GIDA,183,
LD BLUE UZUNPAKET,SİGARA,183,
ULKER MAKARNEXKS PEYNIRLI SOSLU,GIDA,183,
YEDOY TATLI KURU PASTA,GIDA,182,
ETI TARTINI FRAMBUAZLI TURTA 180 GR,GIDA,182,
FILE SOGAN,MEYVE SEBZE,182,manav
RUFFLES ORIGINALAILE 87GR,GIDA,181,
ULKER DANKEK CAY SAATI ISLAK KEK 240 GR,GIDA,181,
H.SAKIR SAB.BEYAZ 4LU LEYLAK,KOZMETİK,181,
F SAFF WC KAGIDI 24'LU,KAĞIT,181,
GILLETTE BLUE 3 TEKLI,KOZMETİK,181,
SEK MEYVE SU 1 LT KAYISI,İÇECEK,181,
SAKA SU 5 LİTRE,İÇECEK,181,
ICIM TEREYAGI 250GR YAYIK,SÜT KAHVALTILIK,180,
ETI HOSBES GOFRET 160 GR CILEK,GIDA,180,sekerci
ULKER KRISPI BAHARATLI CUBUK 50 GR,GIDA,180,
ULKER HAYLAYF 75 GR NO:81,GIDA,180,
ULUDAG GAZOZ 1LT EFSANE,İÇECEK,179,bufe
FIDANLAR KARABIBER 100 GR,GIDA,179,
PINAR YASAM PINARIM 10 LT,İÇECEK,179,
SULTAN HAMB-SANDV 8 LI,GIDA,179,
ULKER IKRAM 102 KAKAO/FINDIK 100GR,GIDA,179,
COLGATE D.M UCLU ETKI 50 ML,KOZMETİK,179,
SUTAS TEREYAG PAST 250 GR,SÜT KAHVALTILIK,179,
"HYPO CAMASIR SUYU 2,5 LT.",DETERJAN TEMİZLİK,179,
CAYKUR RIZE TURIST CAY 200GR,İÇECEK,178,
PINAR YASAM PINARIM 33 CL CAM SISE,İÇECEK,178,
ETI BENIMO CIK.KAPLI H.CEVIZLI BISK.198 GR,GIDA,178,
MONTE CARLO SLENDER BLUE,SİGARA,178,
MONTE CARLO BOX,SİGARA,178,
TUZSUZ FISTIK,GIDA,177,kuruyemisci
REIS SARIMSAK 250 GR,GIDA,177,
ETI PETITO AYICIK 25 GR,GIDA,176,
KNORR BULYON 12 TABLET ET,GIDA,176,
ULKER ALBENI TANE TANE 120 GR,GIDA,176,
ULKER DANKEK POTI KAKAOLU 48GR,GIDA,176,
SEK YOGURT NATUREL 1KG,SÜT KAHVALTILIK,176,
ULUDAG MADENSU FRUTTI ELMA 6'LI,İÇECEK,176,
SULTAN MINIK 8 LI EKMEK,GIDA,175,firin
YORSAN AYRAN 180 GR,İÇECEK,174,bufe
DORITOS TACO BAH.CESNILI 99GR,GIDA,174,
HALK BORNEO KREMALI KAKAOLU BISKUVI 96 GR,GIDA,174,
ETI ETIMEK KLASIK 130 GR,GIDA,174,
LIPTON ICE TEA 1 LT TGA SEFTALI,İÇECEK,173,bufe
TADIM AY CEKIRDEGI 100 GR,GIDA,172,
MAVI YESIL MISIR PIRINV CITIRI 40 GR,GIDA,172,
CIF SIVI KREM 750 ML AMONYAKLI KOKULU,DETERJAN TEMİZLİK,172,
ULKER ALBENI KEK 40GR,GIDA,172,
FALIM SAKIZ 5LI KARISIK MEYVELI,GIDA,171,sekerci
CAYKUR FILIZ CAY 1KG,İÇECEK,171,
TENO WC KAGIDI 4 RULO 2 KATLI,KAĞIT,171,
ANKARA MAKARNA ERISTE 500GR,GIDA,170,
FILIZ MAKARNA MANTI 500 GR,GIDA,170,
ULKER 40GR LUKS CIKOLATA 212 BITTER,GIDA,170,sekerci
ERZİNCAN TULUM PEYNİRİ,SÜT KAHVALTILIK,169,
ALTIN CEZVE TOZ ICECEK KUSBURNU 300 GR,İÇECEK,169,
TEKEL 2001 UZUN KIRMIZI,SİGARA,169,
KOSKA KIS HELVASI KAKAOLU 2012,SÜT KAHVALTILIK,169,sekerci
YORSAN LABNE PEYNIR 100GR,SÜT KAHVALTILIK,169,
KARMEZ TOST EKMEGI BÜYÜK 670 GR,GIDA,169,
ULKER CIZI VIC PEYNIRLI SAND.KRAKER 90 GR.,GIDA,169,bufe
ETI CICI BEBE 1 KG.,BEBEK,168,
SEHRIYELI BULGUR,GIDA,168,
EMEK YEMEKLIK KANOLA YAGI 1 LT,GIDA,168,
ULKER CARAMIO ÇİKOLATA 60GR SÜTLÜ,GIDA,168,sekerci
SAMSUN 216 BAX,SİGARA,168,
ETI BROWNI KEK 200 GR,GIDA,167,
SEK MEYVE SU 1 LT KARISIK,İÇECEK,167,
ULKER PROBIS PROTEINLI BISKUVI 30 GR,GIDA,167,
AROMA M.SUYU KUTU 1LT SEFTALI,İÇECEK,166,
ISIL TUZ 3000 GR,GIDA,166,
ULKER KELLOGG`S SPECIAL K KRAKER DOMATES,SÜT KAHVALTILIK,166,bufe
PASTAVILLA MAKARNA BURGU 500 GR.,GIDA,166,
DOMESTOS ULTRA 810ML.LIMON F.,DETERJAN TEMİZLİK,165,
PINAR M.SUYU 1LT.KAYISI,İÇECEK,165,
ULKER ALTINBASAK LIGHT-116-,GIDA,164,
WEST SPECIAL EDITION SILVER,SİGARA,164,
PAPIA CEP MENDILI COCUK 15 LI,KAĞIT,164,
NGS KEMAL PASA TATLISI,GIDA,163,
KEBIR TEREYAG 500 GR. TUZSUZ,SÜT KAHVALTILIK,163,
EKICI KASAR PEYNIRI 700 GR,SÜT KAHVALTILIK,163,
F SAFF PLASTIK BARDAK 10 ADET,EV,163,
ULKER MAKARNEXKS ACILI DOMATES SOSLU,GIDA,162,
HYPO CAMASIR SUYU 4 LT.,DETERJAN TEMİZLİK,162,
NESQUIK MISIR GEVREGI 200 GR.,GIDA,162,
NASCITA DUS LIFI,KOZMETİK,162,
ARBELLA BONCUK MAKARNA 500GR,GIDA,162,
GILLETTE BLUE 2 PLUS BICAK,KOZMETİK,161,
SEK MEYVE SU 1 LT SEFTALI,İÇECEK,161,
OZTEMIZEL KIR KIRAK GALETA SADE 200 GR,GIDA,161,
LAY`S YOGURT&MEVSIM YESILLIKLERI 119 GR,GIDA,161,
MR.MUSCLE LAVABO ACICI TEKLI 70 GR,DETERJAN TEMİZLİK,161,
SUTAS YOGURT 1KG TAVA SUTASKI,SÜT KAHVALTILIK,161,
TADIM AY CEKIRDEGI 200 GR.BOL TUZLU,GIDA,160,
KOKTEYL,GIDA,160,
FIDANLAR KEKIK 100 GR,GIDA,160,
HALK PETIBOR 800 GR,GIDA,160,
DR.OETKER PUDING BİTTER CIKOLATALI 111 GR,GIDA,160,sekerci
BILLUR TUZ 3 KG EKO,GIDA,160,
ETI CICI BEBE BISKUVI 190 GR.VIT.,BEBEK,160,
KARMEZ HAMBURGER SUSAMLI 8 LI,GIDA,159,
SOLEN OZMO EGG YUMURTA,GIDA,159,
KISMET KAZANDIBI TATLISI 300GR,SÜT KAHVALTILIK,158,
COCA COLA 450 ML PET SISE,İÇECEK,158,bufe
KNORR BULYON 24TABLET 6 BEDAVA ET,GIDA,157,
GOZDE MACAR SALAM 850GR BUFE,ET TAVUK,157,kasap
ICIM SALEP TEKLI,İÇECEK,157,
BIZIM MUTFAK CORBA KR.TAVUK,GIDA,157,
NESCAFE 3 IN 1 ARADA BOL KAHVE TADI 18 GR,İÇECEK,157,
ETI HOSBES GOFRET CILEKLI 40GR,GIDA,157,sekerci
ARBELLA TEL SEHRIYE MAKARNA 500GR,GIDA,157,
ULKER SAKLI KOY FINDIK KREMALI,GIDA,157,
SUTAS ÇİLEK SUT 200 ML,SÜT KAHVALTILIK,156,
HALK FIGARO BITTER CIK. GOFRET 35 GR,GIDA,156,sekerci
KOSKA KIS HELVASI SADE 2012,SÜT KAHVALTILIK,156,sekerci
PAPIA CEP MENDILI COCUK,KAĞIT,156,
PAPIA MENDIL PARFUMLU,KAĞIT,156,
AYTAC YARIM YAGLI SUT 1LT,SÜT KAHVALTILIK,156,
PINAR M.SUYU 200ML SEFTALI,İÇECEK,156,
ULUDAG MADENSU FRUTTI KARPUZ 200ML,İÇECEK,156,
F SAFF ÇÖP POŞETİ BATTAL BOY,EV,155,
KOSKA TAHIN 550 GR.,SÜT KAHVALTILIK,155,
YORSAN TEREYAGI 250GR,SÜT KAHVALTILIK,155,
PINAR KLASIK KANGAL SUCUK 225 GR.,ET TAVUK,155,kasap
ULKER PETIBOR SADE 450GR,GIDA,155,
CEREZZA SÜT MISIRI 121 GR,GIDA,155,
PORTAKAL FILE EROL 2KG,MEYVE SEBZE,154,manav
ETI CIN JOLELI 13 ADET BISKUVI PORT.,GIDA,154,
LUKS KAYISI,GIDA,154,
TAMEK BEZELYE 850GR TNK,GIDA,153,
TAT SALATALIK TURSUSU CAM 680G,GIDA,153,
ICIM KREMA 200 ML,GIDA,153,
ETI SUTLU CIKOLATA KEYFI 35 GR FISTIKLI,GIDA,153,sekerci
ULKER DANKEK DILIM MOZAIK 25GR,GIDA,153,
YUDUM AYCICEK YAGI 2LT.,GIDA,153,
YORSAN YOGURT 750 GR,SÜT KAHVALTILIK,153,
COFFEE MATE 50 GR,İÇECEK,152,
DERYA DİLİM KAŞAR 500 GR,SÜT KAHVALTILIK,152,
COLGATE UCLU ETKI 125ML D.M.,KOZMETİK,152,
PINAR DOYUM HINDI KANGAL SUCUK 225GR,ET TAVUK,152,kasap
SUTAS MINIMIX CILEKLI 100 GR,SÜT KAHVALTILIK,152,
CANBEBE MAX TEMIZLIK HAVLUSU 88,KAĞIT,152,
PINAR BEYAZ 200GR.,GIDA,151,
FIDANLAR KIRMIZI TATLI TOZ BIBER 100GR,GIDA,151,
BISCOLATA MOOD CIKOLATALI BISKUVI 50 GR,GIDA,151,sekerci
DOGUS TOMURCUK EARL GREY KARTON KUTU 100 GR,İÇECEK,151,
CAKMAK MUTFAK,EV,151,
ULKER 80GR BATON FINDIKLI CIK. 263,GIDA,151,
WINSTON KISA,SİGARA,150,
DORITOS NACHO PEYNIRLI 92 GR,GIDA,150,
KENT TIPITIP SAKIZ,GIDA,150,sekerci
SABAH PAKET MARGARIN 250 GR.,SÜT KAHVALTILIK,150,
ULKER DIDO KARE 50GR,GIDA,150,
ULKER RONDO KREMALI CILEKLI 75GR,GIDA,150,
MILKA GOFRET BEYAZ CIKOLATALI 35GR,GIDA,150,sekerci
F SAFF TEMİZLİK 3LU,DETERJAN TEMİZLİK,150,
KINDER MAXI 21GR.,GIDA,150,
KOMILI ISLAK TEMIZLIK HAVLUSU 63'LU,KAĞIT,149,
ETI 80 GR KARAM BITTER ACISI AZALTILMIS,GIDA,149,
ETI ACI BALIK KRAKER 50 GR,GIDA,149,bufe
MARET DANA KOKTEYL SOSIS 250 GR,ET TAVUK,149,kasap
ANKARA MAKARNA BUKLE 500GR,GIDA,149,
COCA COLA 1 LT. PET SISE KAMPANYA,İÇECEK,149,bufe
NOGAY BIBERLI ZEYTIN,SÜT KAHVALTILIK,148,
ETI BURCAK SUTLU KREMALI 270 GR,GIDA,148,
NESTLE 40GR DAMAK A.FISTIK,GIDA,148,kuruyemisci
ETI ETIBOR 400 GR. CIFTE KAVRU,GIDA,148,
TROPICANA M.SUYU 1 LT KAYISI,İÇECEK,148,
KNORR CORBA SEHRIYELI TAVUK 58GR,GIDA,148,
PENGUEN GARNITUR 540GR,GIDA,147,
EGE BAGLARI UZUM SIRKESI 750ML PET,GIDA,147,
NESCAFE GOLD 2 GR,İÇECEK,147,
HALK DUBLE GOFRET FINDIKLI 140GR,GIDA,147,sekerci
ULKER TUP COKOKREM 40GR,SÜT KAHVALTILIK,147,
F SAFF BULASIK DETERJANI 750ML LİMONLU,DETERJAN TEMİZLİK,147,
NESTLE CHOKELLA 500 GR,SÜT KAHVALTILIK,146,
TADIM TADIMCA ANTEP FISTIKLI 30 GR,GIDA,146,kuruyemisci
ETI LIFALIF YULAF EZMESI 500 GR,GIDA,146,
COCA COLA ZERO 1 LITRE,İÇECEK,146,bufe
ULKER RONDO ESMER 75 GR,GIDA,146,
SOLEN OZMO FUN 23 GR,GIDA,146,
ETI PUF 18 GR.RENKLI,GIDA,145,
TEREM YAG GURME KAYMAKLI KASE 500 GR.,SÜT KAHVALTILIK,145,
JACOBS 3 IN 1 ARADA 18 GR,İÇECEK,145,
SUTAS LIGHT YOGURT 650 GR.,SÜT KAHVALTILIK,145,
SULTAN TEREYAGLI TOST 500GR.,GIDA,144,
DERYA CECIL PEYNIRI 200 GR,SÜT KAHVALTILIK,144,
UNO BUYUK TOST EKMEGI PK 670GR,GIDA,144,
ULKER RONDO SADE KREMALI 75 GR,GIDA,144,
FIDANLAR SUSAM 100 GR,GIDA,144,
F SAFF ULTRA ÇAMAŞIR SUYU ÇAM KOKULU 750 ML,DETERJAN TEMİZLİK,144,
F.G.TAM YAGLI EZİNE KOYUN PEYNIRI,SÜT KAHVALTILIK,144,
ULKER CANPARE CIK.KREMALI SND 85 GR,GIDA,143,
CAPPY PULPY PORTAKAL 1 LT,İÇECEK,143,
ICIM BEYAZ PEYNIR 1000GR,SÜT KAHVALTILIK,143,
MARET MACAR UZUN SALAM 1KG,ET TAVUK,142,kasap
PINAR M.SUYU 200ML KOKTEYL AKDENIZ,İÇECEK,142,
F SAFF SÜNGER 5LI DÜZ,DETERJAN TEMİZLİK,142,
PASTAVILLA MAKARNA ERISTE 500 GR.,GIDA,142,
DORITOS NACHO PEYNIRLI 131GR,GIDA,142,
SAVAS KETE,GIDA,141,
AROMA M.SUYU 200ML KARISIK,İÇECEK,141,
ALTIN CEZVE TOZ ICECEK PORTAKAL 300 GR,İÇECEK,140,
KNORR CORBA TERBIYELI TAVUK,GIDA,140,
ICIM KREM SANTI 2*75=150GR.,GIDA,140,
BIZIM MAKARNA BURGU,GIDA,140,
SONY SHRINK İNCE KALEM PIL 4 LU,EV,140,
TAT KONSERVE GARNITUR 530GR.,GIDA,139,
F SAFF PLASTIK TABAK BUYUK BOY 10 ADET,EV,139,
PAZI,MEYVE SEBZE,139,manav
ETI POP KEK GOA FINDIKLI 58 GR,GIDA,138,
ICIM AYRAN 200 GR,İÇECEK,138,bufe
ULKER DANKEK MAGMA CIKOLATALI 45 GR,GIDA,138,sekerci
F SAFF SÜNGER 3LU OLUKLU,DETERJAN TEMİZLİK,138,
WINSTON SÜPER SLİMS,SİGARA,138,
SUPER FRESH KAYSERİ MANTI 450 GR,GIDA,138,
YUDUM AYCICEK YAGI 5 LT TNK,GIDA,137,
EKICI UCGEN PEYNIR 100 GR,SÜT KAHVALTILIK,137,
